content,score
"When I saw that Dark Theme was premium only I stopped and uninstalled immediately. Frankly I was insulted. Are you hoping to squint me into submission? If I can't try your app comfortably then why bother? There are identical apps (I'm exploring now) that you're competing with, so think about making the app comfortable to use for free with restrictions I would pay to lift. It's like... youtube giving volume control only to premium members or test driving a new car without getting to use A/C.",2
I have cancelled my subscription. An amount of Rs. 909.90 has been deducted from my account. Kindly refund the same. I'm not interested in the app,2
"This app always put the things I haven't done to the next day. I don't like this. It should be stay at there if I didn't finished the work nor help me move to the next day and ask me to do it! If I didn't finished it, I'll continue the work tomorrow. I don't need you to help me move the task to the next day. It's annoying",2
"Lost another star for your reply to my previous comment. I like the ""moment"" notification. I like planning my day.. i hate the dumb sounds I can't turn off for every item I snooze.",2
"I'm sure the app is great seeing all the positive reviews not had earned. But having dark mode being ba premium feature is a deal breaker for me, because I would like to extensively test a product before considering a premium subscription but I can't get to use an app that forces light mode why all of my other apps are dark",2
Not free,2
"You can' t manage it easily per day, the interface is not clear when i click on a day I want to say only that day agenda not others around it. When i add a task it doesn t show me in which day is added - i have at least ten ideas to improve. They contact me, i will uninstall it for now. I submitted few complaints but there are more",2
Important features locked behind a pay wall.,2
A suspicious app! Do not recommend this application.,2
"Poor widget options, which is what I needed most. Very space inefficient and not customizable at all. Disappointing. Todoist had the most compact and useful widget, followed by Microsoft ToDo.",2
Keep losing mini steps after I write them down.,2
"Thought it be a great replacement for GTasks. Main issue with Tasks is lack of pc app. I like the any.do widget as it has a transparent option. I use recurring tasks a lot. A routine which can be ticked and on the next day they'll reappear, which I found seemeles in the Google app. Unfortunately in any.do you need to set a reminder for each task with exact time, they don't stack on each other, creating a long list of notifications in the morning. Also no visual event line in calendar month view.",2
Estou tendo dificuldades com alguns bugs..,2
There is a issue with Notes. For as long as I can remeber you sometimes add a note and it's gone later. I keep having to go out and come back each time I add one in hope it's saved.,2
I like the app but the fact that there are lots of other apps that can do the same thing ... it's imo ridiculous to charge a monthly fee.. they justify it by saying it's a service blabla it's an to do app. More people would actually pay for it if it wouldn't be a subscription model.,2
"Doesn't show empty hours like Gcalender, also asking me to subscribe from the get go.",2
"We dont use it. Like at all. Its not that different from your regular phone calendar. I'd actually like a refund, didn't even realize I was charged.",2
Nice polished but useless. There is no filter for tags. Web and app synch problems happens missing tasks. Not any scoring system. May good for amateurs but not for project managers. However I like the calendar view.,2
